timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-16T16:02:06,codecarbon,6bc986b3-0935-4a7e-a921-8bc772817284,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,42.14051383899641,8.883322804333687e-05,2.1080243203188347e-06,9.44560504149308,0.0,20.0,0.00010617878634784614,0.0,0.00022575666007784698,0.0003319354464256932,0.0,The Netherlands,NLD,north holland,,,Linux-6.14.0-37-generic-x86_64-with-glibc2.39,3.10.19,3.2.1,22,Intel(R) Core(TM) Ultra 7 155H,,,4.9385,52.4002,30.665328979492188,machine,10.163414634146342,0,56.54390243902439,17.33902424137767,N,1.0,0.0
