timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-16T16:03:11,codecarbon,7cb3ecbb-2eaf-47c0-a439-fe4911394d34,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,55.368466295985854,0.00011667605267849157,2.1072653891977215e-06,9.343991070767501,0.0,20.0,0.00013954487219763187,0.0,0.0002964284509166545,0.0004359733231142864,0.0,The Netherlands,NLD,north holland,,,Linux-6.14.0-37-generic-x86_64-with-glibc2.39,3.10.19,3.2.1,22,Intel(R) Core(TM) Ultra 7 155H,,,4.9385,52.4002,30.665328979492188,machine,7.407407407407407,0,57.25555555555557,17.555576395105433,N,1.0,0.0
