timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-16T17:01:30,codecarbon,85629fd5-48c7-40ad-bfb7-0219779b23f1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3360.604332100993,0.007155857946918354,2.1293366429854697e-06,9.633193230351923,0.0,20.0,0.008693299421493732,0.0,0.018045376572700885,0.026738675994194622,0.0,The Netherlands,NLD,north holland,,,Linux-6.14.0-37-generic-x86_64-with-glibc2.39,3.10.19,3.2.1,22,Intel(R) Core(TM) Ultra 7 155H,,,4.9385,52.4002,30.665328979492188,machine,4.284326579261022,0,57.534564958283966,17.643005199455107,N,1.0,0.0
