timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-16T16:04:42,codecarbon,33696638-3795-43b5-b9d2-6c7859d1dd99,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,69.59274389200436,0.00015588724399850684,2.239992782012106e-06,11.282307991775765,0.0,20.0,0.00021036315906640347,0.0,0.0003721272340944981,0.0005824903931609017,0.0,The Netherlands,NLD,north holland,,,Linux-6.14.0-37-generic-x86_64-with-glibc2.39,3.10.19,3.2.1,22,Intel(R) Core(TM) Ultra 7 155H,,,4.9385,52.4002,30.665328979492188,machine,14.314705882352943,0,57.726470588235344,17.70216184503892,N,1.0,0.0
